Size,MergeSortTime,InsertionSortTime
53450,0.03434,2.56227
53500,0.03454,2.55553
53550,0.034535,2.57434
53600,0.035183,2.57847
53650,0.034374,2.57796
53700,0.034004,2.57129
53750,0.034497,2.60593
53800,0.034573,2.58796
53850,0.035628,2.5855
53900,0.034296,2.59093
53950,0.034369,2.60338
54000,0.034832,2.61809
54050,0.034501,2.60798
54100,0.034713,2.61986
54150,0.034563,2.6219
54200,0.0347,2.61556
54250,0.034805,2.62012
54300,0.034886,2.63196
54350,0.034959,2.63931
54400,0.034751,2.64511
54450,0.035294,2.65959
54500,0.03475,2.6554
54550,0.03473,2.67711
54600,0.034858,2.66825
54650,0.035479,2.6842
54700,0.035001,2.67286
54750,0.034724,2.69627
54800,0.034784,2.69141
54850,0.035038,2.68981
54900,0.03568,2.68248
54950,0.035346,2.69532
55000,0.035151,2.70412
55050,0.035379,2.71808
55100,0.035354,2.71592
55150,0.035067,2.72506
55200,0.035561,2.7282
55250,0.035264,2.73921
55300,0.036051,2.75017
55350,0.035457,2.74716
55400,0.035498,2.72732
55450,0.035217,2.75312
55500,0.036301,2.77362
55550,0.035746,2.75517
55600,0.035843,2.77616
55650,0.035503,2.76956
55700,0.035483,2.77377
55750,0.035495,2.78704
55800,0.035823,2.78273
55850,0.035938,2.80178
55900,0.035717,2.79699
55950,0.036124,2.80464
56000,0.036425,2.80835
56050,0.035481,2.81689
56100,0.036042,2.82466
56150,0.036648,2.81958
56200,0.035999,2.83051
56250,0.035806,2.82223
56300,0.036385,2.8327
56350,0.036199,2.87376
56400,0.036394,2.84562
56450,0.036189,2.84586
56500,0.036162,2.87446
56550,0.036068,2.86304
56600,0.036612,2.85845
56650,0.057368,2.86817
56700,0.036684,2.88102
56750,0.036401,2.8863
56800,0.036353,2.90926
56850,0.037215,2.89574
56900,0.037124,2.88807
56950,0.03707,2.90222
57000,0.036434,2.91195
57050,0.036449,2.91761
57100,0.036892,2.91371
57150,0.037237,2.93469
57200,0.037579,2.94549
57250,0.03692,2.9463
57300,0.037601,2.93151
57350,0.037138,2.95453
57400,0.037417,2.95493
57450,0.036764,2.95908
57500,0.037723,2.94466
57550,0.037129,2.96338
57600,0.037696,2.96853
57650,0.036944,2.99592
57700,0.037362,2.98679
57750,0.038016,2.98151
57800,0.036797,2.99045
57850,0.037587,2.9925
57900,0.037724,3.01649
57950,0.037005,3.02131
58000,0.037973,3.00307
58050,0.037172,3.01649
58100,0.037057,3.02092
58150,0.037707,3.03463
58200,0.037657,3.02602
58250,0.038369,3.03985
58300,0.037968,3.04002
58350,0.037011,3.04005
58400,0.037113,3.05635
58450,0.038321,3.06675
58500,0.037352,3.07287
58550,0.037723,3.07295
58600,0.038068,3.09193
58650,0.037787,3.0762
58700,0.038496,3.10723
58750,0.03798,3.08615
58800,0.037553,3.10614
58850,0.038068,3.10198
58900,0.037923,3.10895
58950,0.037841,3.1181
59000,0.03816,3.11055
59050,0.038075,3.12469
59100,0.037659,3.12837
59150,0.037867,3.13308
59200,0.03798,3.13854
59250,0.038581,3.14425
59300,0.038509,3.15103
59350,0.038456,3.15278
59400,0.038759,3.1573
59450,0.038613,3.16106
59500,0.038708,3.16638
59550,0.038179,3.1794
59600,0.038907,3.18094
59650,0.038888,3.1917
59700,0.038604,3.19123
59750,0.038629,3.19223
59800,0.0393,3.20049
59850,0.038487,3.20173
59900,0.039389,3.21516
59950,0.038723,3.22835
60000,0.039059,3.21703
60050,0.039205,3.22013
60100,0.039797,3.24714
60150,0.038364,3.25677
60200,0.038554,3.24034
60250,0.039568,3.24694
60300,0.038457,3.26521
60350,0.038553,3.24837
60400,0.039784,3.2575
60450,0.038985,3.28341
60500,0.038857,3.29862
60550,0.039786,3.28157
60600,0.039641,3.29994
60650,0.038695,3.29009
60700,0.039088,3.29958
60750,0.038967,3.30491
60800,0.03926,3.31394
60850,0.039684,3.32728
60900,0.039342,3.32862
60950,0.039183,3.32129
61000,0.039396,3.33895
61050,0.03951,3.34466
61100,0.039359,3.34196
61150,0.039844,3.35771
61200,0.039294,3.34843
61250,0.039811,3.36493
61300,0.039626,3.36611
61350,0.039679,3.37303
61400,0.039627,3.36807
61450,0.039692,3.37879
61500,0.040044,3.39594
61550,0.040357,3.41894
61600,0.040645,3.41314
61650,0.040092,3.40632
61700,0.039776,3.41564
61750,0.039956,3.42476
61800,0.0397,3.41157
61850,0.039806,3.42714
61900,0.040124,3.4413
61950,0.039868,3.4403
62000,0.040025,3.44885
62050,0.04068,3.4289
62100,0.040306,3.45395
62150,0.040308,3.44455
62200,0.04132,3.46594
62250,0.039554,3.48996
62300,0.040632,3.48551
62350,0.040324,3.48755
62400,0.040322,3.50648
62450,0.040794,3.50208
62500,0.04042,3.48763
62550,0.040082,3.50658
62600,0.040806,3.51893
62650,0.040683,3.53858
62700,0.040793,3.51316
62750,0.040134,3.53181
62800,0.040246,3.53654
62850,0.040584,3.53615
62900,0.04075,3.55413
62950,0.040302,3.55887
63000,0.06178,3.57211
63050,0.04068,3.57842
63100,0.040448,3.57867
63150,0.040398,3.57776
63200,0.041143,3.57932
63250,0.041019,3.61614
63300,0.040557,3.60282
63350,0.040516,3.58834
63400,0.040753,3.59702
63450,0.040863,3.60638
63500,0.041373,3.6244
63550,0.041289,3.63311
63600,0.041479,3.61806
63650,0.040764,3.6388
63700,0.04133,3.62298
63750,0.041521,3.64
63800,0.04121,3.63107
63850,0.04102,3.65726
63900,0.040628,3.66687
63950,0.041049,3.67103
64000,0.041692,3.67744
64050,0.041643,3.6883
64100,0.041066,3.6598
64150,0.041707,3.69007
64200,0.04176,3.72354
64250,0.041422,3.70543
64300,0.041678,3.70949
64350,0.040737,3.71281
64400,0.0412,3.72784
64450,0.041382,3.73661
64500,0.042108,3.75654
64550,0.041778,3.72017
64600,0.041358,3.74383
64650,0.04148,3.74712
64700,0.041356,3.73961
64750,0.041553,3.76688
64800,0.041779,3.77613
64850,0.042114,3.77973
64900,0.041619,3.77309
64950,0.042033,3.80148
65000,0.041561,3.78447
65050,0.042186,3.7846
65100,0.042174,3.8155
65150,0.041748,3.82036
65200,0.042,3.82245
65250,0.041953,3.82494
65300,0.042439,3.83519
65350,0.042101,3.8358
65400,0.042001,3.84338
65450,0.042282,3.8496
65500,0.041502,3.83938
65550,0.042514,3.84995
65600,0.042807,3.87963
65650,0.042483,3.87359
65700,0.04217,3.88093
65750,0.041961,3.88146
65800,0.042342,3.88865
65850,0.042067,3.90202
65900,0.042334,3.89328
65950,0.041914,3.891
66000,0.042503,3.92509
66050,0.042832,3.90845
66100,0.042788,3.91762
66150,0.042589,3.90919
66200,0.042872,3.93366
66250,0.042762,3.94718
66300,0.042815,3.92684
66350,0.042906,3.93381
66400,0.04333,3.96243
66450,0.042327,3.95073
66500,0.042908,3.97197
66550,0.043332,3.96511
66600,0.04322,3.97802
66650,0.043767,3.96097
66700,0.043088,3.99086
66750,0.043077,4.00503
66800,0.043152,4.03413
66850,0.043414,4.00131
66900,0.042832,4.00715
66950,0.042678,4.026
67000,0.04415,4.03431
67050,0.043844,4.05188
67100,0.043915,4.00847
67150,0.043599,4.06924
67200,0.044529,4.05612
67250,0.043924,4.0442
67300,0.044124,4.06993
67350,0.043385,4.05676
67400,0.043564,4.08376
67450,0.044497,4.07698
67500,0.043931,4.08638
67550,0.043292,4.09162
67600,0.044385,4.0804
67650,0.044145,4.09915
67700,0.043906,4.09797
67750,0.043515,4.12167
67800,0.043826,4.1206
67850,0.044056,4.11109
67900,0.044788,4.14626
67950,0.043726,4.14572
68000,0.045051,4.16258
68050,0.043652,4.14535
68100,0.044913,4.16397
68150,0.043729,4.20238
68200,0.044371,4.15998
68250,0.045122,4.17412
68300,0.044754,4.19347
68350,0.044447,4.176
68400,0.044311,4.20377
68450,0.043956,4.21039
68500,0.044145,4.22631
68550,0.044124,4.22354
68600,0.043903,4.24174
68650,0.044871,4.24224
68700,0.044509,4.22958
68750,0.044792,4.24054
68800,0.044467,4.25028
68850,0.044116,4.26116
68900,0.044683,4.26404
68950,0.045835,4.27426
69000,0.04427,4.26895
69050,0.045209,4.29328
69100,0.045053,4.28828
69150,0.045595,4.29951
69200,0.044565,4.29986
69250,0.044906,4.2989
69300,0.045511,4.31128
69350,0.044996,4.32366
69400,0.044569,4.33073
69450,0.045287,4.33147
69500,0.045264,4.33728
69550,0.045377,4.32903
69600,0.045436,4.3586
69650,0.045432,4.35683
69700,0.045125,4.34803
69750,0.044702,4.34463
69800,0.046135,4.36923
69850,0.045229,4.37298
69900,0.045031,4.38954
69950,0.046472,4.38775
70000,0.045391,4.40193
70050,0.046302,4.37437
70100,0.045621,4.42233
70150,0.045022,4.42289
70200,0.046033,4.44124
70250,0.045661,4.40944
70300,0.04623,4.43973
70350,0.046168,4.44764
70400,0.046127,4.43169
70450,0.045721,4.44202
70500,0.046235,4.47266
70550,0.046128,4.46705
70600,0.045956,4.48445
70650,0.045884,4.48496
70700,0.046234,4.51413
70750,0.04572,4.48706
70800,0.046157,4.5111
70850,0.046232,4.48986
70900,0.04661,4.49979
70950,0.046872,4.52492
71000,0.04732,4.54174
71050,0.046293,4.5388
71100,0.046561,4.52506
71150,0.046019,4.56229
71200,0.046503,4.53091
71250,0.046632,4.54652
71300,0.046406,4.57002
71350,0.046537,4.56622
71400,0.047154,4.58437
71450,0.046405,4.57204
71500,0.046679,4.60879
71550,0.046255,4.5854
71600,0.046533,4.61252
71650,0.046419,4.61473
71700,0.046288,4.60912
71750,0.046632,4.62946
71800,0.046827,4.63196
71850,0.046447,4.66255
71900,0.046683,4.6377
71950,0.047763,4.67464
72000,0.046575,4.66224
72050,0.047526,4.67043
72100,0.048,4.68555
72150,0.047189,4.67132
72200,0.048118,4.67706
72250,0.04753,4.70517
72300,0.047792,4.67715
72350,0.047383,4.68559
72400,0.047871,4.70494
72450,0.047265,4.70784
72500,0.047579,4.71944
72550,0.068802,4.71734
72600,0.047662,4.73507
72650,0.047632,4.7396
72700,0.047942,4.73403
72750,0.047273,4.74631
72800,0.047294,4.75153
72850,0.046999,4.77537
72900,0.047682,4.79022
72950,0.047293,4.78353
73000,0.048185,4.79811
73050,0.048391,4.78886
73100,0.047522,4.77552
73150,0.047931,4.79956
73200,0.047621,4.80912
73250,0.049381,4.80781
73300,0.047954,4.82086
73350,0.047606,4.83111
73400,0.04804,4.83055
73450,0.048543,4.8624
73500,0.048157,4.82792
73550,0.048107,4.84377
73600,0.047597,4.85259
73650,0.048337,4.86227
73700,0.04797,4.88275
73750,0.048092,4.88164
73800,0.048024,4.91142
73850,0.048049,4.91847
73900,0.048393,4.89895
73950,0.049312,4.89775
74000,0.048769,4.90051
74050,0.048377,4.93763
74100,0.048348,4.92293
74150,0.048702,4.94365
74200,0.0487,4.9616
74250,0.048312,4.96347
74300,0.049029,4.97538
74350,0.04917,4.94261
74400,0.049226,4.98938
74450,0.049218,4.95251
74500,0.048647,4.9804
74550,0.04853,5.00609
74600,0.048785,4.99441
74650,0.049539,5.00291
74700,0.048634,5.01712
74750,0.048945,5.01288
74800,0.049925,5.04968
74850,0.048987,5.00425
74900,0.048985,5.0576
74950,0.049251,5.07296
75000,0.049646,5.03025
75050,0.048837,5.07793
75100,0.049487,5.08662
75150,0.050202,5.07738
75200,0.049714,5.05828
75250,0.048801,5.08076
75300,0.049364,5.13355
75350,0.049035,5.11679
75400,0.049737,5.09843
75450,0.04975,5.13264
75500,0.049054,5.12192
75550,0.049407,5.12922
75600,0.049662,5.15674
75650,0.05004,5.13291
75700,0.049572,5.13573
75750,0.050402,5.15996
75800,0.050225,5.15585
75850,0.050701,5.1529
75900,0.049611,5.17377
75950,0.050483,5.19944
76000,0.049503,5.19868
76050,0.049352,5.20456
76100,0.049305,5.1963
76150,0.049846,5.20385
76200,0.049778,5.21146
76250,0.049119,5.2378
76300,0.050013,5.22622
76350,0.05003,5.25085
76400,0.05036,5.23515
76450,0.050391,5.25196
76500,0.050677,5.24301
76550,0.050061,5.25864
76600,0.050994,5.27954
76650,0.050315,5.2676
76700,0.04995,5.29851
76750,0.050756,5.28758
76800,0.05037,5.28619
76850,0.050206,5.30214
76900,0.049838,5.31452
76950,0.049902,5.34449
77000,0.050939,5.32594
77050,0.050703,5.3293
77100,0.050878,5.33533
77150,0.050706,5.33038
77200,0.050538,5.3579
77250,0.049941,5.37091
77300,0.050337,5.36294
77350,0.050784,5.36565
77400,0.050736,5.40732
77450,0.050691,5.39818
77500,0.050821,5.39961
77550,0.050446,5.38355
77600,0.050897,5.38979
77650,0.051097,5.41273
77700,0.050882,5.41262
77750,0.050562,5.43136
77800,0.051215,5.43676
77850,0.050949,5.43633
77900,0.073384,5.4756
77950,0.051079,5.43556
78000,0.051499,5.45699
78050,0.051542,5.45819
78100,0.051104,5.51437
78150,0.051548,5.47521
78200,0.05132,5.49735
78250,0.051354,5.49453
78300,0.051147,5.52462
78350,0.051744,5.51984
78400,0.051197,5.53148
78450,0.051099,5.54034
78500,0.052082,5.51568
78550,0.051604,5.50572
78600,0.051333,5.55657
78650,0.052126,5.55816
78700,0.052691,5.55467
78750,0.051375,5.54649
78800,0.051404,5.58502
78850,0.051621,5.57637
78900,0.052171,5.58085
78950,0.051037,5.61687
79000,0.052729,5.63036
79050,0.051833,5.61387
79100,0.052205,5.63902
79150,0.051742,5.63905
79200,0.05183,5.62405
79250,0.052102,5.64157
79300,0.052061,5.65199
79350,0.052169,5.66333
79400,0.052172,5.68213
79450,0.05304,5.66199
79500,0.05293,5.67186
79550,0.053178,5.67761
79600,0.051436,5.68967
79650,0.052449,5.6833
79700,0.053241,5.70929
79750,0.051883,5.72918
79800,0.052768,5.72798
79850,0.052059,5.70904
79900,0.052627,5.71041
79950,0.052249,5.72829
80000,0.052296,5.74055
80050,0.05248,5.76061
80100,0.052981,5.76253
80150,0.052456,5.76883
80200,0.053078,5.77202
80250,0.052547,5.74372
80300,0.052268,5.7594
80350,0.053411,5.7921
80400,0.052593,5.80046
80450,0.053068,5.82263
80500,0.052559,5.83141
80550,0.053153,5.84336
80600,0.053547,5.84392
80650,0.052761,5.83949
80700,0.052839,5.87768
80750,0.052597,5.87906
80800,0.052709,5.86304
80850,0.052824,5.88678
80900,0.052734,5.89035
80950,0.053054,5.91058
81000,0.053197,5.90493
81050,0.052596,5.92093
81100,0.053185,5.92962
81150,0.053614,5.93078
81200,0.053408,5.93504
81250,0.052899,5.96302
81300,0.053572,5.91628
81350,0.053845,5.93905
81400,0.053157,5.96472
81450,0.054143,5.94131
81500,0.054048,5.96283
81550,0.053409,5.96957
81600,0.05359,5.97262
81650,0.053792,5.98395
81700,0.054155,6.00324
81750,0.053036,5.98115
81800,0.053911,6.01047
81850,0.053716,6.00429
81900,0.052948,6.03871
81950,0.054619,6.01086
82000,0.053443,6.03554
82050,0.052936,6.06395
82100,0.054864,6.05064
82150,0.053996,6.04227
82200,0.052973,6.06486
82250,0.054273,6.08309
82300,0.05407,6.10783
82350,0.053176,6.07937
82400,0.053415,6.09384
82450,0.054061,6.10439
82500,0.053861,6.11464
82550,0.053575,6.10857
82600,0.054304,6.147
82650,0.054779,6.14575
82700,0.054004,6.13326
82750,0.054374,6.14719
82800,0.054109,6.16024
82850,0.053932,6.16134
82900,0.05551,6.16194
82950,0.055213,6.15688
83000,0.054086,6.18483
83050,0.055367,6.19785
83100,0.054402,6.21117
83150,0.053671,6.20411
83200,0.054195,6.24269
83250,0.054375,6.22544
83300,0.054557,6.24572
83350,0.054665,6.21508
83400,0.054344,6.25966
83450,0.054245,6.25685
83500,0.054414,6.24606
83550,0.055201,6.25711
83600,0.054585,6.27089
83650,0.054424,6.30102
83700,0.054712,6.2946
83750,0.054281,6.28962
83800,0.054925,6.2879
83850,0.054819,6.30813
83900,0.05449,6.32663
83950,0.055966,6.34223
84000,0.055282,6.34061
84050,0.055056,6.35107
84100,0.055103,6.34613
84150,0.055671,6.37403
84200,0.054661,6.35583
84250,0.054918,6.37231
84300,0.054982,6.37447
84350,0.055243,6.39044
84400,0.055476,6.42441
84450,0.055455,6.40307
84500,0.055077,6.40486
84550,0.055844,6.41154
84600,0.055321,6.43088
84650,0.055737,6.47383
84700,0.05466,6.43436
84750,0.055213,6.43736
84800,0.055744,6.44916
84850,0.055375,6.46794
84900,0.05616,6.47462
84950,0.055666,6.47204
85000,0.055651,6.5041
85050,0.055246,6.4946
85100,0.056253,6.51406
85150,0.055573,6.50677
85200,0.056083,6.52405
85250,0.055195,6.51571
85300,0.056828,6.54289
85350,0.055499,6.54907
85400,0.056503,6.5329
85450,0.05582,6.57998
85500,0.055527,6.58853
85550,0.055909,6.58219
85600,0.056674,6.5963
85650,0.056281,6.59874
85700,0.055845,6.61331
85750,0.057191,6.57806
85800,0.055854,6.62214
85850,0.057354,6.60956
85900,0.056302,6.60967
85950,0.057396,6.60626
86000,0.056259,6.64317
86050,0.056052,6.67917
86100,0.057295,6.65874
86150,0.056544,6.66921
86200,0.056483,6.68907
86250,0.057414,6.67314
86300,0.056757,6.70535
86350,0.056975,6.72958
86400,0.056532,6.72206
86450,0.056568,6.71317
86500,0.056974,6.74223
86550,0.056495,6.73718
86600,0.056358,6.7391
86650,0.057593,6.7399
86700,0.056402,6.76283
86750,0.057353,6.88724
86800,0.059836,6.95575
86850,0.064305,7.50118
86900,0.058622,6.93084
86950,0.057329,6.85897
87000,0.057291,6.89455
87050,0.064006,6.80293
87100,0.057408,6.91086
87150,0.057474,6.92604
87200,0.057625,6.94514
87250,0.05727,6.85562
87300,0.057615,6.8791
87350,0.05775,7.06878
87400,0.06437,7.22801
87450,0.056848,6.95705
87500,0.057866,6.89595
87550,0.057228,6.91354
87600,0.058093,6.88712
87650,0.057681,6.92574
87700,0.058151,6.92699
87750,0.058127,6.92941
87800,0.05731,6.91679
87850,0.058133,6.94067
87900,0.058223,6.98273
87950,0.058094,6.96415
88000,0.057831,6.94611
88050,0.057855,7.01056
88100,0.058102,7.01253
88150,0.059066,6.98631
88200,0.058025,7.01458
88250,0.058088,7.02807
88300,0.059064,7.01537
88350,0.058067,7.0091
88400,0.058328,7.06971
88450,0.057973,7.04592
88500,0.058536,7.05924
88550,0.058395,7.05395
88600,0.058509,7.04519
88650,0.058554,7.08182
88700,0.058514,7.07161
88750,0.058349,7.07291
88800,0.058311,7.11533
88850,0.058486,7.07713
88900,0.059122,7.11316
88950,0.058859,7.0888
89000,0.058834,7.0906
89050,0.057978,7.10743
89100,0.059257,7.1332
89150,0.058708,7.14904
89200,0.058607,7.1757
89250,0.058819,7.16615
89300,0.059399,7.17866
89350,0.058505,7.16852
89400,0.058929,7.21762
89450,0.058356,7.223
89500,0.059248,7.21485
89550,0.06167,7.57172
89600,0.063711,7.50345
89650,0.059552,7.68082
89700,0.070531,7.4924
89750,0.061112,7.6375
89800,0.059249,7.35461
89850,0.058552,7.26045
89900,0.062448,7.34693
89950,0.058951,7.54751
90000,0.067899,7.43483
90050,0.059173,7.66489
90100,0.067462,7.30669
90150,0.059016,7.31064
90200,0.059586,7.37433
90250,0.059986,7.84202
90300,0.06135,7.35577
90350,0.059288,7.32099
90400,0.060326,7.35171
90450,0.059501,7.36023
90500,0.059982,7.35209
90550,0.058714,7.38059
90600,0.059682,7.41734
90650,0.061131,7.43493
90700,0.059354,7.41064
90750,0.058903,7.39309
90800,0.059688,7.43752
90850,0.059392,7.45523
90900,0.060217,7.43519
90950,0.059908,7.44537
91000,0.060652,7.42977
91050,0.059373,7.46394
91100,0.059917,7.47492
91150,0.059542,7.45388
91200,0.06008,7.46783
91250,0.06001,7.49734
91300,0.059891,7.5156
91350,0.059632,7.4946
91400,0.060041,7.51015
91450,0.05991,7.54202
91500,0.05946,7.54287
91550,0.059966,7.50586
91600,0.060015,7.57035
91650,0.060694,7.56475
91700,0.060768,7.55707
91750,0.060387,7.56296
91800,0.06021,7.57658
91850,0.060066,7.60365
91900,0.061416,7.60924
91950,0.061047,7.55856
92000,0.060803,7.62115
92050,0.06053,7.64472
92100,0.060095,7.63792
92150,0.06032,7.60819
92200,0.061513,7.62459
92250,0.060576,7.6375
92300,0.060247,7.6608
92350,0.060707,7.67375
92400,0.060531,7.68814
92450,0.060553,7.68239
92500,0.060109,7.66849
92550,0.0607,7.71105
92600,0.060502,7.70922
92650,0.061402,7.71835
92700,0.061105,7.73248
92750,0.060862,7.74369
92800,0.060681,7.76534
92850,0.060754,7.72707
92900,0.061823,7.73483
92950,0.061015,7.75269
93000,0.060552,7.77841
93050,0.060987,7.78901
93100,0.0616,7.78602
93150,0.061132,7.79139
93200,0.060911,7.79391
93250,0.060821,7.82911
93300,0.061481,7.84442
93350,0.061757,7.80203
93400,0.061737,7.81297
93450,0.061975,7.86343
93500,0.061278,7.87432
93550,0.060714,7.86168
93600,0.061785,7.8812
93650,0.06144,7.88773
93700,0.061396,7.8952
93750,0.061636,7.92255
93800,0.06278,7.87727
93850,0.061487,7.9209
93900,0.06071,7.92142
93950,0.062066,7.88598
94000,0.061105,7.95767
94050,0.06245,7.96909
94100,0.061873,7.9838
94150,0.061008,7.94918
94200,0.061733,7.9279
94250,0.061991,8.00994
94300,0.062166,7.9869
94350,0.062646,8.0062
94400,0.061464,8.00859
94450,0.062168,8.00734
94500,0.061892,8.0423
94550,0.062352,8.02772
94600,0.062088,8.03792
94650,0.063179,8.04936
94700,0.061903,8.05168
94750,0.062421,8.08825
94800,0.06263,8.09199
94850,0.062579,8.0937
94900,0.061933,8.08196
94950,0.063185,8.15921
95000,0.062942,8.13269
95050,0.062237,8.09815
95100,0.062381,8.11799
95150,0.062391,8.16491
95200,0.062695,8.16406
95250,0.062121,8.1364
95300,0.063243,8.1707
95350,0.062607,8.1627
95400,0.062273,8.19333
95450,0.062966,8.19745
95500,0.06303,8.20699
95550,0.063161,8.21348
95600,0.063164,8.20482
95650,0.062636,8.22338
95700,0.063608,8.25839
95750,0.062287,8.246
95800,0.062495,8.25304
95850,0.062961,8.26957
95900,0.062739,8.27295
95950,0.063358,8.26532
96000,0.062989,8.27333
96050,0.063027,8.31308
96100,0.063748,8.32207
96150,0.063188,8.30965
96200,0.06273,8.33365
96250,0.064316,8.33456
96300,0.062856,8.32382
96350,0.064074,8.35014
96400,0.063816,8.34958
96450,0.085205,8.39899
96500,0.063891,8.39316
96550,0.063944,8.39057
96600,0.063639,8.41047
96650,0.063419,8.38004
96700,0.063911,8.41311
96750,0.064989,8.39908
96800,0.06323,8.43323
96850,0.063704,8.43693
96900,0.063601,8.39636
96950,0.064218,8.44776
97000,0.063469,8.47899
97050,0.064515,8.49764
97100,0.063672,8.48357
97150,0.064199,8.50236
97200,0.063882,8.49827
97250,0.062851,8.51301
97300,0.064157,8.53896
97350,0.062996,8.52296
97400,0.063402,8.51077
97450,0.063941,8.55507
97500,0.063876,8.54565
97550,0.064483,8.57518
97600,0.064015,8.54775
97650,0.063527,8.58957
97700,0.064233,8.56456
97750,0.064338,8.5986
97800,0.064461,8.5874
97850,0.064429,8.57926
97900,0.064772,8.59801
97950,0.064141,8.65149
98000,0.065382,8.6276
98050,0.064546,8.69584
98100,0.064266,8.66597
98150,0.063965,8.65604
98200,0.065067,8.67882
98250,0.06514,8.70184
98300,0.063897,8.67995
98350,0.065048,8.66912
98400,0.065192,8.69088
98450,0.064811,8.69871
98500,0.064916,8.72069
98550,0.064527,8.7589
98600,0.06423,8.73337
98650,0.064783,8.82474
98700,0.065062,8.74645
98750,0.064754,8.73607
98800,0.064293,8.78322
98850,0.064428,8.8055
98900,0.065102,8.82128
98950,0.064508,8.79188
99000,0.064631,8.83831
99050,0.065087,8.83547
99100,0.06574,8.84263
99150,0.065072,8.81871
99200,0.066073,8.81867
99250,0.065117,8.86035
99300,0.066272,8.88853
99350,0.064738,8.88496
99400,0.065844,8.90096
99450,0.065583,8.87457
99500,0.065534,8.90054
99550,0.066068,8.9055
99600,0.065654,8.90437
99650,0.064756,8.95389
99700,0.065801,8.94191
99750,0.064811,8.97768
99800,0.06539,8.92663
99850,0.06555,8.95665
99900,0.065499,9.00979
99950,0.066088,8.95769
100000,0.065484,9.01288
